op getter count,op setter count,state x_pos,state y_pos,state x_vel,state y_vel,state angle,state angular_vel,state left_leg_contact,state right_leg_contact,action no_op,action fire_left,action fire_main,action fire_right
1530,712,-4.736839294433594,-4.736839294433594,-1.3157892227172852,-0.7894735336303711,0.49604082107543945,-0.26315784454345703,0.0,0.0,-5.958543606830183,-7.728471490712258,-6.675518496829586,-6.309979955048967
8447,3934,-4.736839294433594,-4.736839294433594,-1.3157892227172852,-1.3157892227172852,0.49604082107543945,-0.26315784454345703,0.0,0.0,9.488331895062185,8.989863527551238,8.72150199809929,20.477324801828416
1966,924,-4.736839294433594,-4.736839294433594,-1.3157892227172852,-1.8421051502227783,0.49604082107543945,-0.26315784454345703,0.0,0.0,-0.3105478906133665,-1.4309611360342254,4.551107108201031,-1.0287247519934994
75,35,-4.736839294433594,-4.736839294433594,-1.8421051502227783,-1.8421051502227783,0.49604082107543945,-0.26315784454345703,0.0,0.0,-0.3529972918316457,-12.87736972682674,-2.3018400246606743,0.03221101792520574
215538,74324,-4.736839294433594,-4.736839294433594,-0.26315784454345703,-0.26315784454345703,-0.16534709930419922,0.26315784454345703,0.0,0.0,3.9106246786595915,2.9357345408081996,7.442621176233941,5.421556320981795
115197,40223,-4.736839294433594,-4.736839294433594,-0.26315784454345703,-0.26315784454345703,0.16534686088562012,0.26315784454345703,0.0,0.0,-3.101294458387793,-2.531657367478964,-1.0877268312388093,2.4175093694758525
1233686,429060,-4.736839294433594,-4.736839294433594,-0.26315784454345703,-0.26315784454345703,0.16534686088562012,-0.26315784454345703,0.0,0.0,6.754804270715716,6.071279888930241,7.577187756493297,8.784100801151421
169132,60769,-4.736839294433594,-4.736839294433594,-0.26315784454345703,-0.7894735336303711,0.16534686088562012,0.26315784454345703,0.0,0.0,-0.5070797628591294,-1.661535088851979,1.3529074422068308,-2.3398897400584957
1305094,459948,-4.736839294433594,-4.736839294433594,-0.26315784454345703,-0.7894735336303711,0.16534686088562012,-0.26315784454345703,0.0,0.0,8.125307549859293,8.049225306990287,10.647454418897373,8.919502945019719
350209,130448,-4.736839294433594,-4.736839294433594,-0.7894735336303711,-0.7894735336303711,0.16534686088562012,-0.26315784454345703,0.0,0.0,8.895764447490658,7.973807203547938,9.247940330866145,10.219557919963187
184186,67844,-4.736839294433594,-4.736839294433594,-0.7894735336303711,-0.7894735336303711,0.49604082107543945,-0.26315784454345703,0.0,0.0,8.937214695249432,6.590489283894975,6.868923417180547,10.517780462437997
37979,15598,-4.736839294433594,-4.736839294433594,-0.7894735336303711,-1.3157892227172852,0.49604082107543945,-0.26315784454345703,0.0,0.0,25.465624140938232,28.159855367780185,25.54050817668889,25.390381852714103
3876,1807,-4.736839294433594,-4.736839294433594,-0.7894735336303711,-1.3157892227172852,0.49604082107543945,0.26315784454345703,0.0,0.0,3.5223244184505456,3.041877400887846,4.4666829033042115,17.47909975946121
4230,1796,-4.736839294433594,-4.736839294433594,-0.7894735336303711,-1.3157892227172852,0.8267347812652588,0.26315784454345703,0.0,0.0,7.731719059893105,4.741550397084508,6.999596532565015,10.938420384701251
1595,776,-4.736839294433594,-4.736839294433594,-1.3157892227172852,-1.3157892227172852,0.8267347812652588,0.26315784454345703,0.0,0.0,-6.259641246700069,-7.075718162632741,-8.168019869135836,-2.6080771816167814
681,330,-4.736839294433594,-4.736839294433594,-1.3157892227172852,-1.8421051502227783,0.8267347812652588,0.26315784454345703,0.0,0.0,-6.1578947359507,-7.337775843369679,-4.778015081332226,-2.34493171580228
333,163,-4.736839294433594,-4.736839294433594,-1.3157892227172852,-1.8421051502227783,1.1574289798736572,0.26315784454345703,0.0,0.0,-5.552946912281377,-3.6954166148912737,-6.919494479434965,-2.7353149483123973
76,37,-4.736839294433594,-4.736839294433594,-1.3157892227172852,-1.8421051502227783,1.1574289798736572,0.26315784454345703,0.0,1.0,-13.021786370991796,-9.813962178556224,-8.097046650733665,-3.016727798484771
14,7,-4.736839294433594,-4.736839294433594,-1.3157892227172852,-0.7894735336303711,1.1574289798736572,3.421052932739258,0.0,1.0,-2.8208722718032093,-6.022910200974232,-6.225611392636434,0.0
7,3,-4.736839294433594,-4.736839294433594,-1.3157892227172852,-0.7894735336303711,1.4881227016448975,3.421052932739258,0.0,1.0,-1.0377956955544392,-0.9219219422211481,-5.0,0.0
26,12,-4.736839294433594,-4.736839294433594,-1.3157892227172852,-1.3157892227172852,1.4881227016448975,3.421052932739258,0.0,1.0,-7.339002681747963,-5.0,-3.1693728541649975,-6.673258820051232
25,5,-4.736839294433594,-4.736839294433594,-0.7894735336303711,-0.26315784454345703,1.8188164234161377,1.8421053886413574,0.0,1.0,-0.7740076457413011,-3.8300437129244576,-5.0,-1.2647299977241944
828819,308169,-4.736839294433594,-4.736839294433594,-0.7894735336303711,-0.7894735336303711,-0.16534709930419922,-0.26315784454345703,0.0,0.0,5.8914195045986535,5.538019812129216,6.102361562375342,8.409315904454566
449562,159277,-4.736839294433594,-4.736839294433594,-0.7894735336303711,-0.7894735336303711,-0.16534709930419922,-0.7894735336303711,0.0,0.0,6.9548825668525405,6.06510578741491,9.30923406170849,7.043706644615993
11208,4494,-4.736839294433594,-4.736839294433594,-0.7894735336303711,-1.3157892227172852,-0.49604105949401855,-0.7894735336303711,0.0,0.0,-0.03507684470264172,0.2829715460138472,3.1530791105098266,-0.59506925801081
9576,4222,-4.736839294433594,-4.736839294433594,-0.7894735336303711,-1.3157892227172852,-0.49604105949401855,-0.26315784454345703,0.0,0.0,7.8010106810649775,5.820482845711242,9.628947074946375,7.575384454049998
7762,3195,-4.736839294433594,-4.736839294433594,-0.26315784454345703,-1.3157892227172852,-0.49604105949401855,-0.7894735336303711,0.0,0.0,1.8942636993684145,3.855339802831814,4.168634089840111,-0.3454074945605796
9064,3718,-4.736839294433594,-4.736839294433594,-0.26315784454345703,-1.3157892227172852,-0.8267350196838379,-0.7894735336303711,0.0,0.0,6.789339068828433,4.422179448374663,4.063845336463702,3.0708271254867183
335,163,-4.736839294433594,-4.736839294433594,-0.26315784454345703,-1.8421051502227783,-0.8267350196838379,-0.7894735336303711,0.0,0.0,2.234196740212318,1.4920782395079126,4.758818927535344,0.21995588164278454
236,114,-4.736839294433594,-4.736839294433594,-0.26315784454345703,-1.8421051502227783,-1.1574289798736572,-0.7894735336303711,0.0,0.0,-1.1267074810221989,0.8861006721021045,4.7649812522449695,1.8569453292005162
20,10,-4.736839294433594,-4.736839294433594,-0.26315784454345703,-1.8421051502227783,-1.1574289798736572,-0.7894735336303711,1.0,0.0,7.233209379413545,-0.9675658838147667,1.311815341756664,4.385822761431524
2289,822,-4.736839294433594,-4.736839294433594,-0.26315784454345703,-0.26315784454345703,-1.1574289798736572,-1.3157892227172852,1.0,0.0,-12.38975819014396,-18.328360323982047,-18.149717549903595,-18.59674924629073
49200,21756,-4.736839294433594,-4.736839294433594,-0.7894735336303711,-1.3157892227172852,0.16534686088562012,-0.26315784454345703,0.0,0.0,17.855380321212355,18.123716773725096,18.546141473655013,18.131356286414658
16402,7535,-4.736839294433594,-4.736839294433594,-1.3157892227172852,-1.3157892227172852,0.16534686088562012,-0.26315784454345703,0.0,0.0,15.363798329889331,14.99453244816423,16.285711999417845,20.01925686040011
16,8,-4.736839294433594,-4.736839294433594,-1.3157892227172852,-1.8421051502227783,0.16534686088562012,-0.26315784454345703,1.0,0.0,-0.40268155498438896,-0.2790476258946553,-0.11601485517361268,0.30265008939783095
13,6,-4.736839294433594,-4.736839294433594,-1.3157892227172852,-1.8421051502227783,0.16534686088562012,0.26315784454345703,1.0,0.0,-0.16902475935598887,-5.091625757177802,-4.480547813437948,-5.0
7,0,-4.736839294433594,-4.736839294433594,-1.3157892227172852,-1.3157892227172852,0.16534686088562012,3.947368621826172,1.0,1.0,0.0,0.0,0.0,0.0
9,4,-4.736839294433594,-4.736839294433594,0.7894740104675293,-1.8421051502227783,-0.16534709930419922,-0.7894735336303711,1.0,1.0,-9.75,-5.0,0.0,-5.0
24772,8490,-4.736839294433594,-4.736839294433594,0.26315784454345703,-0.26315784454345703,-0.16534709930419922,-0.26315784454345703,1.0,1.0,1.9324843349253893,10.685934176037948,1.2549081114360814,2.088445945131155
5209,1971,-4.736839294433594,-4.736839294433594,0.26315784454345703,-0.26315784454345703,-0.49604105949401855,-0.7894735336303711,0.0,0.0,-6.438267562482288,2.0353912854689717,-6.601326071577025,-10.652006824126424
9595,3919,-4.736839294433594,-4.736839294433594,0.26315784454345703,-0.7894735336303711,-0.49604105949401855,-0.7894735336303711,0.0,0.0,-1.5228903246384542,5.231874403254511,-0.6530199917462586,-1.9788480053180433
13793,5212,-4.736839294433594,-4.736839294433594,0.26315784454345703,-0.7894735336303711,-0.8267350196838379,-0.7894735336303711,0.0,0.0,-9.56786438529398,-9.571224529402173,-9.309006074977704,-8.929200801551323
1071,513,-4.736839294433594,-4.736839294433594,0.7894740104675293,-0.7894735336303711,-0.8267350196838379,-0.7894735336303711,0.0,0.0,-4.4476564759764665,-3.5538468294575853,-6.752653845505989,-5.756453023871197
366,181,-4.736839294433594,-4.736839294433594,0.7894740104675293,-0.7894735336303711,-1.1574289798736572,-0.7894735336303711,0.0,0.0,-4.556992159798714,-3.2341453085644116,-7.650012468052375,-6.103630248305019
1362,669,-4.736839294433594,-4.736839294433594,0.7894740104675293,-1.3157892227172852,-1.1574289798736572,-0.7894735336303711,0.0,0.0,-7.337429893688387,-6.03190685086893,-9.98397241878175,-8.60721069277615
469,228,-4.736839294433594,-4.736839294433594,0.7894740104675293,-1.3157892227172852,-1.4881229400634766,-0.7894735336303711,0.0,0.0,-4.247336017039419,-3.663915571219888,-8.764001257180606,-5.795611972696091
6,3,-4.736839294433594,-4.736839294433594,0.7894740104675293,-1.3157892227172852,-1.4881229400634766,-1.3157892227172852,0.0,0.0,0.0,0.0,-0.3331833976848935,-0.5182995186191557
14,7,-4.736839294433594,-4.736839294433594,0.7894740104675293,-1.3157892227172852,-1.818816900253296,-1.3157892227172852,0.0,0.0,-0.9823413773055092,0.0,-1.0736896890773928,-0.28216673685631827
4,2,-4.736839294433594,-4.736839294433594,0.7894740104675293,-1.3157892227172852,-2.1495108604431152,-1.3157892227172852,0.0,0.0,-0.27677987388961184,-0.25479948342333925,0.0,0.0
14,7,-4.736839294433594,-4.736839294433594,0.7894740104675293,-1.8421051502227783,-2.1495108604431152,-1.3157892227172852,0.0,0.0,-0.4208512561467622,-0.38220856868105374,-0.9598988758160766,-0.23773880305735273
8,4,-4.736839294433594,-4.736839294433594,1.3157896995544434,-1.8421051502227783,-2.1495108604431152,-1.3157892227172852,0.0,0.0,-0.28745819302661174,-0.25163768058788344,-0.704750171553925,-0.281816142814101
14,7,-4.736839294433594,-4.736839294433594,1.3157896995544434,-1.8421051502227783,-2.4802048206329346,-1.3157892227172852,0.0,0.0,-0.6605674882061169,-0.6714896350110651,-0.7745233740533047,-0.6139866591797208
10,5,-4.736839294433594,-4.736839294433594,1.3157896995544434,-1.8421051502227783,-2.810898780822754,-1.3157892227172852,0.0,0.0,0.0,-1.0858319568008925,0.0,-0.706640366109555
4,2,-4.736839294433594,-4.736839294433594,1.3157896995544434,-2.3684210777282715,-2.810898780822754,-1.3157892227172852,0.0,0.0,0.0,-0.7919950229684387,0.0,0.0
2,1,-4.736839294433594,-4.736839294433594,1.3157896995544434,-2.3684210777282715,-2.810898780822754,-0.7894735336303711,0.0,0.0,0.0,-0.41228547325599285,0.0,0.0
6,3,-4.736839294433594,-4.736839294433594,1.3157896995544434,-2.3684210777282715,-3.1415927410125732,-0.7894735336303711,0.0,0.0,-0.39420028177249833,-0.40884451259050386,-5.0,0.0
1,0,-4.736839294433594,-4.736839294433594,1.8421053886413574,-1.3157892227172852,-3.1415927410125732,-4.473684310913086,0.0,0.0,0.0,0.0,0.0,0.0
29525,11321,-4.736839294433594,-4.736839294433594,0.7894740104675293,-0.7894735336303711,-0.16534709930419922,-0.26315784454345703,0.0,0.0,7.579526208283294,8.041594180399347,7.621598329881454,7.335107190577481
13174,5694,-4.736839294433594,-4.736839294433594,0.7894740104675293,-0.7894735336303711,-0.49604105949401855,-0.26315784454345703,0.0,0.0,13.639676365107972,13.761643060349666,13.896546184136698,13.198088858630555
1155,541,-4.736839294433594,-4.736839294433594,0.7894740104675293,-0.7894735336303711,-0.49604105949401855,-0.7894735336303711,0.0,0.0,-4.916454860945369,0.2767040138956438,0.3002099340347127,-0.6256851021376245
933,441,-4.736839294433594,-4.736839294433594,0.7894740104675293,-1.3157892227172852,-0.49604105949401855,-0.7894735336303711,0.0,0.0,0.7898116232448288,5.273800565885004,2.138327580154615,-0.3053038179340306
20047,9076,-4.736839294433594,-4.736839294433594,0.7894740104675293,-1.3157892227172852,-0.49604105949401855,-0.26315784454345703,0.0,0.0,13.0084293240055,17.395137947447203,14.472814860423773,13.47554586568065
1298,606,-4.736839294433594,-4.736839294433594,0.7894740104675293,-1.8421051502227783,-0.49604105949401855,-0.26315784454345703,0.0,0.0,5.52965540215112,5.431500851932436,3.2250711997281534,-0.18648898677122866
29,14,-4.736839294433594,-4.736839294433594,0.7894740104675293,-1.8421051502227783,-0.49604105949401855,-0.26315784454345703,1.0,1.0,-9.75,-9.057122067750822,3.3179888479946067,-9.604403577756909
8,0,-4.736839294433594,-4.736839294433594,1.3157896995544434,-0.7894735336303711,-0.49604105949401855,-0.26315784454345703,1.0,1.0,0.0,0.0,0.0,0.0
36273,13622,-4.736839294433594,-4.736839294433594,0.26315784454345703,-1.3157892227172852,-0.16534709930419922,0.26315784454345703,0.0,0.0,2.751114165220881,6.216869570224458,10.907773845665226,3.3417375858564036
13092,5191,-4.736839294433594,-4.736839294433594,0.26315784454345703,-1.3157892227172852,0.16534686088562012,0.26315784454345703,0.0,0.0,-3.7209030899503155,-3.9258406752295514,0.7069562759400158,-5.160240018967324
272,123,-4.736839294433594,-4.736839294433594,0.26315784454345703,-1.8421051502227783,0.16534686088562012,0.26315784454345703,0.0,0.0,-0.44136957241023095,-0.9167773324066488,1.8635333670052316,0.4149376155207532
681,262,-4.736839294433594,-4.736839294433594,0.26315784454345703,-1.3157892227172852,0.16534686088562012,0.26315784454345703,0.0,1.0,-46.61575977780062,-46.135297529083694,-46.326738648439076,-46.39151967303513
59,25,-4.736839294433594,-4.736839294433594,0.26315784454345703,-1.3157892227172852,0.16534686088562012,-0.26315784454345703,1.0,1.0,-18.549374999999998,-22.301981903639938,-18.54931550548426,-22.27932622297002
643,226,-4.736839294433594,-4.736839294433594,0.26315784454345703,-0.26315784454345703,0.16534686088562012,0.26315784454345703,1.0,1.0,-21.475867875667692,-21.222724304168956,-20.429636141211507,-18.880739374029172
1192,569,-4.736839294433594,-4.736839294433594,-0.26315784454345703,-1.8421051502227783,-0.16534709930419922,-0.26315784454345703,0.0,0.0,21.321685344500015,20.89640303823701,24.48795735696183,19.312277899698454
39,19,-4.736839294433594,-4.736839294433594,-0.26315784454345703,-1.8421051502227783,-0.16534709930419922,-0.26315784454345703,0.0,1.0,-4.739299338315601,-22.10080706388055,1.635377192504024,-11.169211456263211
20,0,-4.736839294433594,-4.736839294433594,-0.26315784454345703,-1.3157892227172852,-0.16534709930419922,-5.0,1.0,1.0,0.0,0.0,0.0,0.0
8508,3492,-4.736839294433594,-4.736839294433594,-0.7894735336303711,-0.7894735336303711,0.16534686088562012,0.26315784454345703,0.0,0.0,-1.37641337661408,-3.060317043560187,-1.0161058224098347,-3.6561318815407167
3012,1429,-4.736839294433594,-4.736839294433594,-0.7894735336303711,-1.3157892227172852,0.16534686088562012,0.26315784454345703,0.0,0.0,7.573773277284874,6.106273514409205,9.740702480284275,13.306748157579534
2727,1306,-4.736839294433594,-4.736839294433594,-1.3157892227172852,-1.3157892227172852,0.49604082107543945,0.26315784454345703,0.0,0.0,-2.415023582424814,-4.781583225509476,-3.6888023678765,-0.16988323193493937
372,175,-4.736839294433594,-4.736839294433594,-1.3157892227172852,-1.8421051502227783,0.49604082107543945,-0.26315784454345703,0.0,1.0,-9.807418922399275,6.798896023949074,-19.82897859275245,-28.00108893137878
7,0,-4.736839294433594,-4.736839294433594,-1.3157892227172852,-0.7894735336303711,0.49604082107543945,-4.473684310913086,0.0,1.0,0.0,0.0,0.0,0.0
79,35,-4.736839294433594,-4.736839294433594,0.26315784454345703,0.26315784454345703,-0.49604105949401855,-0.26315784454345703,0.0,0.0,2.5913617515896816,0.3200712660237744,-1.2351907935190924,-0.4368181129175709
1728,794,-4.736839294433594,-4.736839294433594,0.7894740104675293,-0.26315784454345703,-0.49604105949401855,-0.26315784454345703,0.0,0.0,4.769915320015332,8.594203103630045,2.510431080058732,3.6586196315510047
504,238,-4.736839294433594,-4.736839294433594,0.7894740104675293,-0.26315784454345703,-0.49604105949401855,-0.7894735336303711,0.0,0.0,-6.428580293180131,-8.35171657681462,-3.391132965910215,-2.3768528003247615
199,98,-4.736839294433594,-4.736839294433594,0.7894740104675293,-0.26315784454345703,-0.8267350196838379,-0.7894735336303711,0.0,0.0,-2.4609208781025984,-1.164589567096445,-3.9715304082900422,-3.0889130890781686
2141,986,-4.736839294433594,-4.736839294433594,0.7894740104675293,-0.7894735336303711,-0.8267350196838379,-0.26315784454345703,0.0,0.0,-7.252270828454158,-3.253429633120588,-7.931771332422043,-14.928084398184861
223,109,-4.736839294433594,-4.736839294433594,1.3157896995544434,-1.3157892227172852,-1.4881229400634766,-0.7894735336303711,0.0,0.0,-8.289962726235371,-5.834641910305358,-7.737457497158947,-4.814706947884979
161,79,-4.736839294433594,-4.736839294433594,1.3157896995544434,-1.3157892227172852,-1.818816900253296,-0.7894735336303711,0.0,0.0,-3.279495906269921,-4.688496227106586,-6.657499609994092,-3.364110405059571
221,104,-4.736839294433594,-4.736839294433594,1.3157896995544434,-1.8421051502227783,-1.818816900253296,-0.7894735336303711,0.0,0.0,-6.175499239106498,-9.518117463954344,-20.422581131676854,-9.893044185308923
84709,30333,-4.736839294433594,-4.736839294433594,-0.7894735336303711,-0.26315784454345703,0.16534686088562012,-0.26315784454345703,0.0,0.0,6.630423602613053,6.129259340404001,7.667558273562743,10.683135877029791
13323,5754,-4.736839294433594,-4.736839294433594,-1.3157892227172852,-0.7894735336303711,0.16534686088562012,-0.26315784454345703,0.0,0.0,11.569174226355793,10.039587183374646,11.581351837780808,11.956407624032273
7769,3373,-4.736839294433594,-4.736839294433594,-1.3157892227172852,-1.3157892227172852,-0.16534709930419922,-0.26315784454345703,0.0,0.0,13.771501689656235,13.109371840782744,13.61042738064108,14.286594956347228
390,181,-4.736839294433594,-4.736839294433594,-1.3157892227172852,-1.8421051502227783,-0.16534709930419922,-0.26315784454345703,0.0,0.0,-3.7379701435857955,-0.48731216743203276,1.066568374582526,2.3023394591563795
34,15,-4.736839294433594,-4.736839294433594,-1.3157892227172852,-1.8421051502227783,-0.16534709930419922,-0.26315784454345703,0.0,1.0,-3.832322861804097,-7.464061350639746,-4.374607894015391,-0.03857059014322933
41,0,-4.736839294433594,-4.736839294433594,-0.7894735336303711,-0.7894735336303711,-0.16534709930419922,-5.0,0.0,1.0,0.0,0.0,0.0,0.0
46460,18568,-4.736839294433594,-4.736839294433594,-0.7894735336303711,0.26315784454345703,-0.16534709930419922,-0.26315784454345703,0.0,0.0,8.161387769745508,8.105507892268811,7.135760538744457,10.58535824343666
13632,5147,-4.736839294433594,-4.736839294433594,-0.7894735336303711,-0.7894735336303711,0.49604082107543945,0.26315784454345703,0.0,0.0,-6.687193222368231,-6.039743837722545,-5.789528808083578,-3.836786829638624
300,145,-4.736839294433594,-4.736839294433594,-1.3157892227172852,-0.7894735336303711,0.8267347812652588,0.26315784454345703,0.0,0.0,-4.069726861237717,-4.673073051216144,-4.89666803850379,-7.490070600669235
533,261,-4.736839294433594,-4.736839294433594,-1.3157892227172852,-1.3157892227172852,1.1574289798736572,0.26315784454345703,0.0,0.0,-5.829973558185593,-6.137995781432866,-9.045146588625258,-4.425480113140135
215,103,-4.736839294433594,-4.736839294433594,-1.8421051502227783,-1.3157892227172852,1.1574289798736572,0.26315784454345703,0.0,0.0,-2.9990181929801105,-6.013087138432809,-6.900068708150565,-2.9633489281270555
53,26,-4.736839294433594,-4.736839294433594,-1.8421051502227783,-1.3157892227172852,1.4881227016448975,0.26315784454345703,0.0,0.0,-1.5233988237758864,-0.8118570608189851,-2.2718710042277577,-1.0140062904205858
203,98,-4.736839294433594,-4.736839294433594,-1.8421051502227783,-1.8421051502227783,1.4881227016448975,0.26315784454345703,0.0,0.0,-16.78269047854793,-7.496201038431682,-14.476746217484564,-3.8460224266818317
58726,22760,-4.736839294433594,-4.736839294433594,-0.26315784454345703,0.26315784454345703,-0.16534709930419922,-0.26315784454345703,0.0,0.0,10.989526423342392,7.226250500552735,5.584492638384097,7.799158131724308
203554,70186,-4.736839294433594,-4.736839294433594,-0.26315784454345703,-0.26315784454345703,-0.16534709930419922,-0.7894735336303711,0.0,0.0,5.238494341821525,6.965561628059189,4.312701209694082,4.3820307789759205
118667,41589,-4.736839294433594,-4.736839294433594,-0.26315784454345703,-0.26315784454345703,-0.49604105949401855,-0.7894735336303711,0.0,0.0,-3.529440599014065,1.765685539871372,-3.3669164531381734,-3.6066710636495127
179274,64329,-4.736839294433594,-4.736839294433594,-0.26315784454345703,-0.7894735336303711,-0.49604105949401855,-0.7894735336303711,0.0,0.0,-2.410192515362617,-0.06499865536201424,2.9441939651122273,-2.99967605707748
116282,42358,-4.736839294433594,-4.736839294433594,-0.26315784454345703,-0.7894735336303711,-0.8267350196838379,-0.7894735336303711,0.0,0.0,-12.826116970663728,-3.692131785998432,-12.386609298864744,-13.164466904543003
25354,9141,-4.736839294433594,-4.736839294433594,-0.26315784454345703,-0.7894735336303711,-1.1574289798736572,-0.7894735336303711,0.0,0.0,-13.560570330628064,-7.079729526571242,-13.700176319233552,-13.759630868679318
